"","answers.0.subid","answers.0.itemid","answers.0.audioid","answers.0.trialnum","answers.0.age","answers.0.target","answers.0.leftpic","answers.0.rightpic","answers.0.person","answers.0.side","answers.0.chosenpic","answers.0.correct","answers.0.date","answers.0.timestamp","answers.0.reactiontime","answers.0.occurrence","answers.1.subid","answers.1.itemid","answers.1.audioid","answers.1.trialnum","answers.1.age","answers.1.target","answers.1.leftpic","answers.1.rightpic","answers.1.person","answers.1.side","answers.1.chosenpic","answers.1.correct","answers.1.date","answers.1.timestamp","answers.1.reactiontime","answers.1.occurrence","answers.2.subid","answers.2.itemid","answers.2.audioid","answers.2.trialnum","answers.2.age","answers.2.target","answers.2.leftpic","answers.2.rightpic","answers.2.person","answers.2.side","answers.2.chosenpic","answers.2.correct","answers.2.date","answers.2.timestamp","answers.2.reactiontime","answers.2.occurrence","answers.3.subid","answers.3.itemid","answers.3.audioid","answers.3.trialnum","answers.3.age","answers.3.target","answers.3.leftpic","answers.3.rightpic","answers.3.person","answers.3.side","answers.3.chosenpic","answers.3.correct","answers.3.date","answers.3.timestamp","answers.3.reactiontime","answers.3.occurrence","answers.4.subid","answers.4.itemid","answers.4.audioid","answers.4.trialnum","answers.4.age","answers.4.target","answers.4.leftpic","answers.4.rightpic","answers.4.person","answers.4.side","answers.4.chosenpic","answers.4.correct","answers.4.date","answers.4.timestamp","answers.4.reactiontime","answers.4.occurrence","answers.5.subid","answers.5.itemid","answers.5.audioid","answers.5.trialnum","answers.5.age","answers.5.target","answers.5.leftpic","answers.5.rightpic","answers.5.person","answers.5.side","answers.5.chosenpic","answers.5.correct","answers.5.date","answers.5.timestamp","answers.5.reactiontime","answers.5.occurrence","answers.6.subid","answers.6.itemid","answers.6.audioid","answers.6.trialnum","answers.6.age","answers.6.target","answers.6.leftpic","answers.6.rightpic","answers.6.person","answers.6.side","answers.6.chosenpic","answers.6.correct","answers.6.date","answers.6.timestamp","answers.6.reactiontime","answers.6.occurrence","answers.7.subid","answers.7.itemid","answers.7.audioid","answers.7.trialnum","answers.7.age","answers.7.target","answers.7.leftpic","answers.7.rightpic","answers.7.person","answers.7.side","answers.7.chosenpic","answers.7.correct","answers.7.date","answers.7.timestamp","answers.7.reactiontime","answers.7.occurrence","answers.8.subid","answers.8.itemid","answers.8.audioid","answers.8.trialnum","answers.8.age","answers.8.target","answers.8.leftpic","answers.8.rightpic","answers.8.person","answers.8.side","answers.8.chosenpic","answers.8.correct","answers.8.date","answers.8.timestamp","answers.8.reactiontime","answers.8.occurrence","answers.9.subid","answers.9.itemid","answers.9.audioid","answers.9.trialnum","answers.9.age","answers.9.target","answers.9.leftpic","answers.9.rightpic","answers.9.person","answers.9.side","answers.9.chosenpic","answers.9.correct","answers.9.date","answers.9.timestamp","answers.9.reactiontime","answers.9.occurrence","answers.10.subid","answers.10.itemid","answers.10.audioid","answers.10.trialnum","answers.10.age","answers.10.target","answers.10.leftpic","answers.10.rightpic","answers.10.person","answers.10.side","answers.10.chosenpic","answers.10.correct","answers.10.date","answers.10.timestamp","answers.10.reactiontime","answers.10.occurrence"
"273","1145-635bb2a0-3667-4800-9ed9-7967ffb898fd",48,"21_08",0,"mturk","A1","D1","A1","child","R","A1",TRUE,"7/8/2020","10:36:39",2886,1,"1145-635bb2a0-3667-4800-9ed9-7967ffb898fd",48,"44_08",1,"mturk","B1","K1","B1","child","R","B1",TRUE,"7/8/2020","10:36:39",3059,1,"1145-635bb2a0-3667-4800-9ed9-7967ffb898fd",48,"73_04",2,"mturk","C1","C1","H1","child","L","C1",TRUE,"7/8/2020","10:36:39",4563,1,"1145-635bb2a0-3667-4800-9ed9-7967ffb898fd",48,"46_31",3,"mturk","D1","D1","E1","child","R","E1",FALSE,"7/8/2020","10:36:39",5580,2,"1145-635bb2a0-3667-4800-9ed9-7967ffb898fd",48,"72_35",4,"mturk","E1","A1","E1","child","R","E1",TRUE,"7/8/2020","10:36:39",3496,2,"1145-635bb2a0-3667-4800-9ed9-7967ffb898fd",48,"31_32",5,"mturk","F1","F1","K1","parent","L","F1",TRUE,"7/8/2020","10:36:39",1905,2,"1145-635bb2a0-3667-4800-9ed9-7967ffb898fd",48,"21_36",6,"mturk","G1","D1","G1","parent","R","G1",TRUE,"7/8/2020","10:36:39",3185,2,"1145-635bb2a0-3667-4800-9ed9-7967ffb898fd",48,"27_38",7,"mturk","H1","H1","E1","parent","L","H1",TRUE,"7/8/2020","10:36:39",1798,2,"1145-635bb2a0-3667-4800-9ed9-7967ffb898fd",48,"30_05",8,"mturk","I1","B1","I1","parent","R","I1",TRUE,"7/8/2020","10:36:39",1484,1,"1145-635bb2a0-3667-4800-9ed9-7967ffb898fd",48,"67_05",9,"mturk","K1","A1","K1","parent","R","K1",TRUE,"7/8/2020","10:36:39",3106,1,"1145-635bb2a0-3667-4800-9ed9-7967ffb898fd",48,"finalcheck",10,"mturk","A1","A1","B1","check","L","A1",TRUE,"7/8/2020","10:36:39",1480,"check"
"274","6703-18c7fc0f-4506-441c-aaaa-dc5b56a8e55e",97,"56_37",0,"mturk","A1","I1","A1","child","R","A1",TRUE,"7/8/2020","11:44:08",3069,2,"6703-18c7fc0f-4506-441c-aaaa-dc5b56a8e55e",97,"52_35",1,"mturk","B1","C1","B1","child","R","B1",TRUE,"7/8/2020","11:44:08",423,2,"6703-18c7fc0f-4506-441c-aaaa-dc5b56a8e55e",97,"66_40",2,"mturk","C1","C1","E1","parent","L","C1",TRUE,"7/8/2020","11:44:08",979,2,"6703-18c7fc0f-4506-441c-aaaa-dc5b56a8e55e",97,"50_32",3,"mturk","D1","K1","D1","parent","R","D1",TRUE,"7/8/2020","11:44:08",1658,2,"6703-18c7fc0f-4506-441c-aaaa-dc5b56a8e55e",97,"31_34",4,"mturk","E1","B1","E1","parent","R","E1",TRUE,"7/8/2020","11:44:08",586,2,"6703-18c7fc0f-4506-441c-aaaa-dc5b56a8e55e",97,"42_04",5,"mturk","F1","F1","B1","child","L","F1",TRUE,"7/8/2020","11:44:08",1147,1,"6703-18c7fc0f-4506-441c-aaaa-dc5b56a8e55e",97,"10_09",6,"mturk","G1","D1","G1","parent","R","G1",TRUE,"7/8/2020","11:44:08",711,1,"6703-18c7fc0f-4506-441c-aaaa-dc5b56a8e55e",97,"68_05",7,"mturk","H1","A1","H1","parent","R","H1",TRUE,"7/8/2020","11:44:08",429,1,"6703-18c7fc0f-4506-441c-aaaa-dc5b56a8e55e",97,"09_04",8,"mturk","I1","I1","A1","child","L","I1",TRUE,"7/8/2020","11:44:08",641,1,"6703-18c7fc0f-4506-441c-aaaa-dc5b56a8e55e",97,"21_10",9,"mturk","K1","K1","D1","child","R","D1",FALSE,"7/8/2020","11:44:08",1188,1,"6703-18c7fc0f-4506-441c-aaaa-dc5b56a8e55e",97,"finalcheck",10,"mturk","A1","A1","B1","check","L","A1",TRUE,"7/8/2020","11:44:08",323,"check"
"275","3967-fd0e23d6-82b1-4e01-9cf5-b24e364b7593",93,"18_37",0,"mturk","A1","A1","I1","child","L","A1",TRUE,"7/8/2020","13:58:18",437,2,"3967-fd0e23d6-82b1-4e01-9cf5-b24e364b7593",93,"39_31",1,"mturk","B1","I1","B1","child","R","B1",TRUE,"7/8/2020","13:58:18",483,2,"3967-fd0e23d6-82b1-4e01-9cf5-b24e364b7593",93,"69_35",2,"mturk","C1","C1","A1","child","L","C1",TRUE,"7/8/2020","13:58:18",1114,2,"3967-fd0e23d6-82b1-4e01-9cf5-b24e364b7593",93,"54_38",3,"mturk","D1","D1","H1","parent","L","D1",TRUE,"7/8/2020","13:58:18",993,2,"3967-fd0e23d6-82b1-4e01-9cf5-b24e364b7593",93,"64_40",4,"mturk","E1","H1","E1","parent","R","E1",TRUE,"7/8/2020","13:58:18",177,2,"3967-fd0e23d6-82b1-4e01-9cf5-b24e364b7593",93,"48_01",5,"mturk","F1","F1","B1","parent","L","F1",TRUE,"7/8/2020","13:58:18",522,1,"3967-fd0e23d6-82b1-4e01-9cf5-b24e364b7593",93,"45_09",6,"mturk","G1","G1","K1","parent","L","G1",TRUE,"7/8/2020","13:58:18",467,1,"3967-fd0e23d6-82b1-4e01-9cf5-b24e364b7593",93,"47_07",7,"mturk","H1","E1","H1","parent","L","E1",FALSE,"7/8/2020","13:58:18",1441,1,"3967-fd0e23d6-82b1-4e01-9cf5-b24e364b7593",93,"26_04",8,"mturk","I1","I1","A1","child","L","I1",TRUE,"7/8/2020","13:58:18",144,1,"3967-fd0e23d6-82b1-4e01-9cf5-b24e364b7593",93,"43_02",9,"mturk","K1","F1","K1","child","R","K1",TRUE,"7/8/2020","13:58:18",1495,1,"3967-fd0e23d6-82b1-4e01-9cf5-b24e364b7593",93,"finalcheck",10,"mturk","A1","A1","B1","check","L","A1",TRUE,"7/8/2020","13:58:18",371,"check"
"276","4168-8012c89f-af0a-4e12-89f2-be4cefbb2d16",76,"14_08",0,"mturk","A1","A1","H1","child","L","A1",TRUE,"7/8/2020","13:49:45",1189,1,"4168-8012c89f-af0a-4e12-89f2-be4cefbb2d16",76,"55_02",1,"mturk","B1","B1","K1","child","R","K1",FALSE,"7/8/2020","13:49:45",1915,1,"4168-8012c89f-af0a-4e12-89f2-be4cefbb2d16",76,"45_02",2,"mturk","C1","C1","A1","child","L","C1",TRUE,"7/8/2020","13:49:45",2044,1,"4168-8012c89f-af0a-4e12-89f2-be4cefbb2d16",76,"40_31",3,"mturk","D1","D1","H1","child","L","D1",TRUE,"7/8/2020","13:49:45",1029,2,"4168-8012c89f-af0a-4e12-89f2-be4cefbb2d16",76,"33_39",4,"mturk","E1","E1","I1","child","L","E1",TRUE,"7/8/2020","13:49:45",1199,2,"4168-8012c89f-af0a-4e12-89f2-be4cefbb2d16",76,"15_34",5,"mturk","F1","B1","F1","parent","R","F1",TRUE,"7/8/2020","13:49:45",646,2,"4168-8012c89f-af0a-4e12-89f2-be4cefbb2d16",76,"46_34",6,"mturk","G1","G1","D1","parent","L","G1",TRUE,"7/8/2020","13:49:45",208,2,"4168-8012c89f-af0a-4e12-89f2-be4cefbb2d16",76,"26_36",7,"mturk","H1","D1","H1","parent","R","H1",TRUE,"7/8/2020","13:49:45",1711,2,"4168-8012c89f-af0a-4e12-89f2-be4cefbb2d16",76,"21_03",8,"mturk","I1","I1","B1","parent","L","I1",TRUE,"7/8/2020","13:49:45",1860,1,"4168-8012c89f-af0a-4e12-89f2-be4cefbb2d16",76,"40_01",9,"mturk","K1","A1","K1","parent","R","K1",TRUE,"7/8/2020","13:49:45",341,1,"4168-8012c89f-af0a-4e12-89f2-be4cefbb2d16",76,"finalcheck",10,"mturk","A1","A1","B1","check","L","A1",TRUE,"7/8/2020","13:49:45",2231,"check"
"277","7890-09a71a74-6600-4ad5-8b9c-0293de38299f",119,"57_08",0,"mturk","A1","I1","A1","child","R","A1",TRUE,"7/8/2020","12:39:51",1473,1,"7890-09a71a74-6600-4ad5-8b9c-0293de38299f",119,"17_02",1,"mturk","B1","B1","K1","child","L","B1",TRUE,"7/8/2020","12:39:51",476,1,"7890-09a71a74-6600-4ad5-8b9c-0293de38299f",119,"59_03",2,"mturk","C1","C1","A1","parent","L","C1",TRUE,"7/8/2020","12:39:51",1181,1,"7890-09a71a74-6600-4ad5-8b9c-0293de38299f",119,"30_07",3,"mturk","D1","D1","H1","parent","L","D1",TRUE,"7/8/2020","12:39:51",682,1,"7890-09a71a74-6600-4ad5-8b9c-0293de38299f",119,"49_03",4,"mturk","E1","H1","E1","parent","R","E1",TRUE,"7/8/2020","12:39:51",428,1,"7890-09a71a74-6600-4ad5-8b9c-0293de38299f",119,"18_39",5,"mturk","G1","E1","G1","child","R","G1",TRUE,"7/8/2020","12:39:51",779,2,"7890-09a71a74-6600-4ad5-8b9c-0293de38299f",119,"52_34",6,"mturk","H1","A1","H1","parent","R","H1",TRUE,"7/8/2020","12:39:51",453,2,"7890-09a71a74-6600-4ad5-8b9c-0293de38299f",119,"27_37",7,"mturk","I1","I1","E1","child","L","I1",TRUE,"7/8/2020","12:39:51",807,2,"7890-09a71a74-6600-4ad5-8b9c-0293de38299f",119,"finalcheck",8,"mturk","A1","A1","B1","check","L","A1",TRUE,"7/8/2020","12:39:51",292,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"278","8491-6166c237-1bb1-45d7-b372-739199cbff41",5,"69_33",0,"mturk","A1","D1","A1","child","R","A1",TRUE,"7/8/2020","11:11:00",885,2,"8491-6166c237-1bb1-45d7-b372-739199cbff41",5,"09_39",1,"mturk","B1","B1","I1","child","L","B1",TRUE,"7/8/2020","11:11:00",1174,2,"8491-6166c237-1bb1-45d7-b372-739199cbff41",5,"04_02",2,"mturk","C1","C1","I1","child","L","C1",TRUE,"7/8/2020","11:11:00",3042,1,"8491-6166c237-1bb1-45d7-b372-739199cbff41",5,"07_31",3,"mturk","D1","D1","H1","child","L","D1",TRUE,"7/8/2020","11:11:00",596,2,"8491-6166c237-1bb1-45d7-b372-739199cbff41",5,"21_01",4,"mturk","E1","E1","I1","parent","L","E1",TRUE,"7/8/2020","11:11:00",456,1,"8491-6166c237-1bb1-45d7-b372-739199cbff41",5,"07_09",5,"mturk","F1","G1","F1","parent","R","F1",TRUE,"7/8/2020","11:11:00",1426,1,"8491-6166c237-1bb1-45d7-b372-739199cbff41",5,"69_04",6,"mturk","G1","C1","G1","child","R","G1",TRUE,"7/8/2020","11:11:00",664,1,"8491-6166c237-1bb1-45d7-b372-739199cbff41",5,"65_33",7,"mturk","H1","D1","H1","child","R","H1",TRUE,"7/8/2020","11:11:00",1556,2,"8491-6166c237-1bb1-45d7-b372-739199cbff41",5,"48_10",8,"mturk","I1","B1","I1","child","R","I1",TRUE,"7/8/2020","11:11:00",1729,1,"8491-6166c237-1bb1-45d7-b372-739199cbff41",5,"56_35",9,"mturk","K1","K1","A1","child","L","K1",TRUE,"7/8/2020","11:11:00",658,2,"8491-6166c237-1bb1-45d7-b372-739199cbff41",5,"finalcheck",10,"mturk","A1","A1","B1","check","L","A1",TRUE,"7/8/2020","11:11:00",855,"check"
"279","3102-14ba937c-644a-41bc-bdca-40c70e7ba50a",54,"35_37",0,"mturk","A1","K1","A1","child","R","A1",TRUE,"7/8/2020","13:37:10",1974,2,"3102-14ba937c-644a-41bc-bdca-40c70e7ba50a",54,"43_36",1,"mturk","B1","B1","K1","parent","L","B1",TRUE,"7/8/2020","13:37:10",1298,2,"3102-14ba937c-644a-41bc-bdca-40c70e7ba50a",54,"74_38",2,"mturk","C1","I1","C1","parent","R","C1",TRUE,"7/8/2020","13:37:10",1840,2,"3102-14ba937c-644a-41bc-bdca-40c70e7ba50a",54,"60_03",3,"mturk","D1","H1","D1","parent","R","D1",TRUE,"7/8/2020","13:37:10",687,1,"3102-14ba937c-644a-41bc-bdca-40c70e7ba50a",54,"68_03",4,"mturk","E1","E1","H1","parent","R","H1",FALSE,"7/8/2020","13:37:10",6383,1,"3102-14ba937c-644a-41bc-bdca-40c70e7ba50a",54,"16_37",5,"mturk","F1","F1","K1","child","L","F1",TRUE,"7/8/2020","13:37:10",4016,1,"3102-14ba937c-644a-41bc-bdca-40c70e7ba50a",54,"21_04",6,"mturk","G1","C1","G1","child","R","G1",TRUE,"7/8/2020","13:37:10",927,1,"3102-14ba937c-644a-41bc-bdca-40c70e7ba50a",54,"26_10",7,"mturk","H1","C1","H1","child","R","H1",TRUE,"7/8/2020","13:37:10",338,1,"3102-14ba937c-644a-41bc-bdca-40c70e7ba50a",54,"59_31",8,"mturk","I1","E1","I1","child","R","I1",TRUE,"7/8/2020","13:37:10",701,2,"3102-14ba937c-644a-41bc-bdca-40c70e7ba50a",54,"28_31",9,"mturk","K1","D1","K1","child","R","K1",TRUE,"7/8/2020","13:37:10",1042,2,"3102-14ba937c-644a-41bc-bdca-40c70e7ba50a",54,"finalcheck",10,"mturk","A1","A1","B1","check","L","A1",TRUE,"7/8/2020","13:37:10",635,"check"
"280","0695-25e7a580-b886-4c15-aed0-e2808a7d629a",16,"58_40",0,"mturk","A1","I1","A1","parent","R","A1",TRUE,"7/8/2020","11:13:54",616,2,"0695-25e7a580-b886-4c15-aed0-e2808a7d629a",16,"13_39",1,"mturk","B1","C1","B1","child","R","B1",TRUE,"7/8/2020","11:13:54",303,2,"0695-25e7a580-b886-4c15-aed0-e2808a7d629a",16,"21_06",2,"mturk","C1","C1","A1","child","R","A1",FALSE,"7/8/2020","11:13:54",912,1,"0695-25e7a580-b886-4c15-aed0-e2808a7d629a",16,"46_07",3,"mturk","D1","D1","F1","parent","L","D1",TRUE,"7/8/2020","11:13:54",795,1,"0695-25e7a580-b886-4c15-aed0-e2808a7d629a",16,"35_07",4,"mturk","E1","B1","E1","parent","R","E1",TRUE,"7/8/2020","11:13:54",567,1,"0695-25e7a580-b886-4c15-aed0-e2808a7d629a",16,"57_39",5,"mturk","F1","C1","F1","child","R","F1",TRUE,"7/8/2020","11:13:54",541,2,"0695-25e7a580-b886-4c15-aed0-e2808a7d629a",16,"44_06",6,"mturk","G1","D1","G1","child","R","G1",TRUE,"7/8/2020","11:13:54",306,1,"0695-25e7a580-b886-4c15-aed0-e2808a7d629a",16,"74_01",7,"mturk","H1","H1","A1","parent","L","H1",TRUE,"7/8/2020","11:13:54",1706,1,"0695-25e7a580-b886-4c15-aed0-e2808a7d629a",16,"64_32",8,"mturk","I1","C1","I1","parent","R","I1",TRUE,"7/8/2020","11:13:54",957,2,"0695-25e7a580-b886-4c15-aed0-e2808a7d629a",16,"31_38",9,"mturk","K1","D1","K1","parent","R","K1",TRUE,"7/8/2020","11:13:54",356,2,"0695-25e7a580-b886-4c15-aed0-e2808a7d629a",16,"finalcheck",10,"mturk","A1","A1","B1","check","L","A1",TRUE,"7/8/2020","11:13:54",77,"check"
"281","3890-827162c9-0512-4030-a34f-9e3e5ecaa3cf",11,"36_38",0,"mturk","A1","A1","K1","parent","L","A1",TRUE,"7/8/2020","13:40:58",2966,2,"3890-827162c9-0512-4030-a34f-9e3e5ecaa3cf",11,"18_40",1,"mturk","B1","K1","B1","parent","R","B1",TRUE,"7/8/2020","13:40:58",1957,2,"3890-827162c9-0512-4030-a34f-9e3e5ecaa3cf",11,"37_02",2,"mturk","C1","C1","H1","child","L","C1",TRUE,"7/8/2020","13:40:58",926,1,"3890-827162c9-0512-4030-a34f-9e3e5ecaa3cf",11,"12_39",3,"mturk","D1","H1","D1","child","L","H1",FALSE,"7/8/2020","13:40:58",8608,2,"3890-827162c9-0512-4030-a34f-9e3e5ecaa3cf",11,"52_03",4,"mturk","E1","E1","A1","parent","L","E1",TRUE,"7/8/2020","13:40:58",8754,1,"3890-827162c9-0512-4030-a34f-9e3e5ecaa3cf",11,"43_09",5,"mturk","F1","F1","C1","parent","R","C1",FALSE,"7/8/2020","13:40:58",3257,1,"3890-827162c9-0512-4030-a34f-9e3e5ecaa3cf",11,"52_08",6,"mturk","G1","E1","G1","child","L","E1",FALSE,"7/8/2020","13:40:58",2502,1,"3890-827162c9-0512-4030-a34f-9e3e5ecaa3cf",11,"36_39",7,"mturk","H1","C1","H1","child","R","H1",TRUE,"7/8/2020","13:40:58",1943,2,"3890-827162c9-0512-4030-a34f-9e3e5ecaa3cf",11,"73_08",8,"mturk","I1","I1","B1","child","L","I1",TRUE,"7/8/2020","13:40:58",16,1,"3890-827162c9-0512-4030-a34f-9e3e5ecaa3cf",11,"18_34",9,"mturk","K1","K1","B1","parent","R","B1",FALSE,"7/8/2020","13:40:58",7010,2,"3890-827162c9-0512-4030-a34f-9e3e5ecaa3cf",11,"finalcheck",10,"mturk","A1","A1","B1","check","L","A1",TRUE,"7/8/2020","13:40:58",8706,"check"
"282","5268-fa9441d8-8a3a-49d7-9e0d-e6075a2c767a",97,"56_37",0,"mturk","A1","I1","A1","child","R","A1",TRUE,"7/8/2020","10:37:27",2249,2,"5268-fa9441d8-8a3a-49d7-9e0d-e6075a2c767a",97,"52_35",1,"mturk","B1","C1","B1","child","L","C1",FALSE,"7/8/2020","10:37:27",6648,2,"5268-fa9441d8-8a3a-49d7-9e0d-e6075a2c767a",97,"66_40",2,"mturk","C1","C1","E1","parent","L","C1",TRUE,"7/8/2020","10:37:27",5218,2,"5268-fa9441d8-8a3a-49d7-9e0d-e6075a2c767a",97,"50_32",3,"mturk","D1","K1","D1","parent","R","D1",TRUE,"7/8/2020","10:37:27",2046,2,"5268-fa9441d8-8a3a-49d7-9e0d-e6075a2c767a",97,"31_34",4,"mturk","E1","B1","E1","parent","R","E1",TRUE,"7/8/2020","10:37:27",5359,2,"5268-fa9441d8-8a3a-49d7-9e0d-e6075a2c767a",97,"42_04",5,"mturk","F1","F1","B1","child","L","F1",TRUE,"7/8/2020","10:37:27",1269,1,"5268-fa9441d8-8a3a-49d7-9e0d-e6075a2c767a",97,"10_09",6,"mturk","G1","D1","G1","parent","R","G1",TRUE,"7/8/2020","10:37:27",288,1,"5268-fa9441d8-8a3a-49d7-9e0d-e6075a2c767a",97,"68_05",7,"mturk","H1","A1","H1","parent","R","H1",TRUE,"7/8/2020","10:37:27",1548,1,"5268-fa9441d8-8a3a-49d7-9e0d-e6075a2c767a",97,"09_04",8,"mturk","I1","I1","A1","child","R","A1",FALSE,"7/8/2020","10:37:27",2629,1,"5268-fa9441d8-8a3a-49d7-9e0d-e6075a2c767a",97,"09_04",8,"mturk","I1","I1","A1","child","L","I1",TRUE,"7/8/2020","10:37:27",1574,1,"5268-fa9441d8-8a3a-49d7-9e0d-e6075a2c767a",97,"finalcheck",10,"mturk","A1","A1","B1","check","R","B1",FALSE,"7/8/2020","10:37:27",3189,"check"
"283","9900-5f41b75a-fdfa-4e1c-bdce-5dfa73964527",21,"66_08",0,"mturk","A1","H1","A1","child","R","A1",TRUE,"7/8/2020","11:14:35",1287,1,"9900-5f41b75a-fdfa-4e1c-bdce-5dfa73964527",21,"47_38",1,"mturk","B1","C1","B1","parent","R","B1",TRUE,"7/8/2020","11:14:35",581,2,"9900-5f41b75a-fdfa-4e1c-bdce-5dfa73964527",21,"04_36",2,"mturk","C1","C1","E1","parent","L","C1",TRUE,"7/8/2020","11:14:35",938,2,"9900-5f41b75a-fdfa-4e1c-bdce-5dfa73964527",21,"18_36",3,"mturk","D1","D1","E1","parent","L","D1",TRUE,"7/8/2020","11:14:35",444,2,"9900-5f41b75a-fdfa-4e1c-bdce-5dfa73964527",21,"49_37",4,"mturk","E1","E1","A1","child","L","E1",TRUE,"7/8/2020","11:14:35",662,2,"9900-5f41b75a-fdfa-4e1c-bdce-5dfa73964527",21,"67_36",5,"mturk","F1","F1","C1","parent","L","F1",TRUE,"7/8/2020","11:14:35",726,2,"9900-5f41b75a-fdfa-4e1c-bdce-5dfa73964527",21,"04_07",6,"mturk","G1","K1","G1","parent","R","G1",TRUE,"7/8/2020","11:14:35",851,1,"9900-5f41b75a-fdfa-4e1c-bdce-5dfa73964527",21,"31_05",7,"mturk","H1","D1","H1","parent","R","H1",TRUE,"7/8/2020","11:14:35",416,1,"9900-5f41b75a-fdfa-4e1c-bdce-5dfa73964527",21,"15_05",8,"mturk","I1","B1","I1","parent","R","I1",TRUE,"7/8/2020","11:14:35",1793,1,"9900-5f41b75a-fdfa-4e1c-bdce-5dfa73964527",21,"62_10",9,"mturk","K1","K1","D1","child","L","K1",TRUE,"7/8/2020","11:14:35",980,1,"9900-5f41b75a-fdfa-4e1c-bdce-5dfa73964527",21,"finalcheck",10,"mturk","A1","A1","B1","check","L","A1",TRUE,"7/8/2020","11:14:35",773,"check"
"284","9325-9dfcbbc0-96ec-446f-b282-fe4391d922ef",57,"55_39",0,"mturk","A1","A1","I1","child","L","A1",TRUE,"7/8/2020","11:25:45",2260,2,"9325-9dfcbbc0-96ec-446f-b282-fe4391d922ef",57,"15_35",1,"mturk","B1","K1","B1","child","L","K1",FALSE,"7/8/2020","11:25:45",3137,2,"9325-9dfcbbc0-96ec-446f-b282-fe4391d922ef",57,"48_39",2,"mturk","C1","I1","C1","child","R","C1",TRUE,"7/8/2020","11:25:45",1507,2,"9325-9dfcbbc0-96ec-446f-b282-fe4391d922ef",57,"32_38",3,"mturk","D1","D1","E1","parent","L","D1",TRUE,"7/8/2020","11:25:45",9521,2,"9325-9dfcbbc0-96ec-446f-b282-fe4391d922ef",57,"45_32",4,"mturk","E1","H1","E1","parent","R","E1",TRUE,"7/8/2020","11:25:45",1153,2,"9325-9dfcbbc0-96ec-446f-b282-fe4391d922ef",57,"54_05",5,"mturk","F1","F1","C1","parent","L","F1",TRUE,"7/8/2020","11:25:45",1971,1,"9325-9dfcbbc0-96ec-446f-b282-fe4391d922ef",57,"72_01",6,"mturk","G1","K1","G1","parent","R","G1",TRUE,"7/8/2020","11:25:45",1487,1,"9325-9dfcbbc0-96ec-446f-b282-fe4391d922ef",57,"13_07",7,"mturk","H1","H1","A1","parent","L","H1",TRUE,"7/8/2020","11:25:45",3276,1,"9325-9dfcbbc0-96ec-446f-b282-fe4391d922ef",57,"36_04",8,"mturk","I1","B1","I1","child","R","I1",TRUE,"7/8/2020","11:25:45",2288,1,"9325-9dfcbbc0-96ec-446f-b282-fe4391d922ef",57,"31_08",9,"mturk","K1","K1","B1","child","L","K1",TRUE,"7/8/2020","11:25:45",1528,1,"9325-9dfcbbc0-96ec-446f-b282-fe4391d922ef",57,"finalcheck",10,"mturk","A1","A1","B1","check","L","A1",TRUE,"7/8/2020","11:25:45",763,"check"
"285","2478-62832bc4-299e-4806-8316-9793bc7a607e",41,"43_33",0,"mturk","A1","H1","A1","child","R","A1",TRUE,"7/8/2020","14:02:01",3167,2,"2478-62832bc4-299e-4806-8316-9793bc7a607e",41,"70_37",1,"mturk","B1","B1","K1","child","L","B1",TRUE,"7/8/2020","14:02:01",1240,2,"2478-62832bc4-299e-4806-8316-9793bc7a607e",41,"49_35",2,"mturk","C1","C1","A1","child","L","C1",TRUE,"7/8/2020","14:02:01",1044,2,"2478-62832bc4-299e-4806-8316-9793bc7a607e",41,"67_38",3,"mturk","D1","D1","H1","parent","L","D1",TRUE,"7/8/2020","14:02:01",1399,2,"2478-62832bc4-299e-4806-8316-9793bc7a607e",41,"20_38",4,"mturk","E1","E1","H1","parent","L","E1",TRUE,"7/8/2020","14:02:01",3729,2,"2478-62832bc4-299e-4806-8316-9793bc7a607e",41,"65_05",5,"mturk","F1","B1","F1","parent","R","F1",TRUE,"7/8/2020","14:02:01",1861,1,"2478-62832bc4-299e-4806-8316-9793bc7a607e",41,"18_01",6,"mturk","G1","C1","G1","parent","R","G1",TRUE,"7/8/2020","14:02:01",1582,1,"2478-62832bc4-299e-4806-8316-9793bc7a607e",41,"54_03",7,"mturk","H1","H1","D1","parent","L","H1",TRUE,"7/8/2020","14:02:01",1809,1,"2478-62832bc4-299e-4806-8316-9793bc7a607e",41,"17_06",8,"mturk","I1","I1","C1","child","R","C1",FALSE,"7/8/2020","14:02:01",2008,1,"2478-62832bc4-299e-4806-8316-9793bc7a607e",41,"52_10",9,"mturk","K1","B1","K1","child","L","B1",FALSE,"7/8/2020","14:02:01",9731,1,"2478-62832bc4-299e-4806-8316-9793bc7a607e",41,"finalcheck",10,"mturk","A1","A1","B1","check","L","A1",TRUE,"7/8/2020","14:02:01",3114,"check"
